flow_duration,flow_packet_count,flow_bytes,flow_syn_ratio,flow_ack_ratio,flow_rst_ratio,flow_fin_ratio,flow_size_mean,flow_size_var,flow_interval_mean,flow_interval_var,host_port_entropy,host_dst_entropy,host_dst_diversity,host_syn_ratio,host_failed_flow_ratio,host_packet_rate,host_interval_mean,host_interval_var,host_packet_size_var,label
1.581123656838729,1.5811388300841895,1.58113883008419,-1.5811388300841898,1.5811388300841895,0.0,0.0,0.0,0.0,1.581123656838729,2.881126530142012,-1.5811388300841898,-0.0,0.0,-1.5811388300841893,-1.5811388300841895,1.5811388300841898,-1.58113883008419,1.5811388300841898,0.0,0
1.581150045035799,1.5811388300841895,1.58113883008419,-1.5811388300841898,1.5811388300841895,0.0,0.0,0.0,0.0,1.581150045035799,-0.16691665036087222,-1.5811388300841898,-0.0,0.0,-1.5811388300841893,-1.5811388300841895,1.5811388300841898,-1.58113883008419,1.5811388300841898,0.0,0
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
1.581123656838729,1.5811388300841895,1.58113883008419,-1.5811388300841898,1.5811388300841895,0.0,0.0,0.0,0.0,1.581123656838729,2.881126530142012,-1.5811388300841898,-0.0,0.0,-1.5811388300841893,-1.5811388300841895,1.5811388300841898,-1.58113883008419,1.5811388300841898,0.0,0
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
1.581144767396385,1.5811388300841895,1.58113883008419,-1.5811388300841898,1.5811388300841895,0.0,0.0,0.0,0.0,1.581144767396385,-0.3701195290610645,-1.5811388300841898,-0.0,0.0,-1.5811388300841893,-1.5811388300841895,1.5811388300841898,-1.58113883008419,1.5811388300841898,0.0,0
1.581150045035799,1.5811388300841895,1.58113883008419,-1.5811388300841898,1.5811388300841895,0.0,0.0,0.0,0.0,1.581150045035799,-0.16691665036087222,-1.5811388300841898,-0.0,0.0,-1.5811388300841893,-1.5811388300841895,1.5811388300841898,-1.58113883008419,1.5811388300841898,0.0,0
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
1.581123656838729,1.5811388300841895,1.58113883008419,-1.5811388300841898,1.5811388300841895,0.0,0.0,0.0,0.0,1.581123656838729,2.881126530142012,-1.5811388300841898,-0.0,0.0,-1.5811388300841893,-1.5811388300841895,1.5811388300841898,-1.58113883008419,1.5811388300841898,0.0,0
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
1.581150045035799,1.5811388300841895,1.58113883008419,-1.5811388300841898,1.5811388300841895,0.0,0.0,0.0,0.0,1.581150045035799,-0.16691665036087222,-1.5811388300841898,-0.0,0.0,-1.5811388300841893,-1.5811388300841895,1.5811388300841898,-1.58113883008419,1.5811388300841898,0.0,0
1.581144767396385,1.5811388300841895,1.58113883008419,-1.5811388300841898,1.5811388300841895,0.0,0.0,0.0,0.0,1.581144767396385,-0.3701195290610645,-1.5811388300841898,-0.0,0.0,-1.5811388300841893,-1.5811388300841895,1.5811388300841898,-1.58113883008419,1.5811388300841898,0.0,0
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
-0.6324555320208177,-0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.6324555320336758,0.0,0.0,0.0,0.0,-0.6324555320208177,-0.3701195290610645,0.6324555320336758,-0.0,0.0,0.632455532033676,0.6324555320336758,-0.6324555320336759,0.6324555320336758,-0.632455532033676,0.0,1
